id	loai	vi	en	tm	ghi_chu	src
s137	li	Nhận thẻ xanh sau khoảng 3 tuần đến 1 tháng	Your green card typically arrives about 3 weeks to 1 month after entry	100%: Your green card typically arrives about 3 weeks to 1 month after entry		acf.product_faq_groups[0].product_faq_group_items[7].product_faq_item_bullets[2].product_faq_item_bullet_text
s138	h4	Sau khi có thẻ xanh phải ở Mỹ bao lâu?	How long must I stay in the U.S. after receiving my green card?	100%: How long must I stay in the U.S. after receiving my green card?		acf.product_faq_groups[0].product_faq_group_items[8].product_faq_item_question
s139	p	Không có yêu cầu cư trú cố định	There is no minimum-stay requirement	100%: There is no minimum-stay requirement		acf.product_faq_groups[0].product_faq_group_items[8].product_faq_item_heading
s140	li	Cần thể hiện ý định duy trì tình trạng thường trú	You need to show your intent to maintain permanent resident status	100%: You need to show your intent to maintain permanent resident status		acf.product_faq_groups[0].product_faq_group_items[8].product_faq_item_bullets[0].product_faq_item_bullet_text
s141	li	Khuyến nghị: không rời Mỹ quá 6 tháng/năm	As a guideline, avoid spending more than 6 months a year outside the U.S.	100%: As a guideline, avoid spending more than 6 months a year outside the U.S.		acf.product_faq_groups[0].product_faq_group_items[8].product_faq_item_bullets[1].product_faq_item_bullet_text
s142	li	Nếu cần đi lại nhiều, nên xin giấy phép tái nhập cảnh (Giấy phép tái nhập cảnh)	If you need to travel frequently, apply for a reentry permit	100%: If you need to travel frequently, apply for a reentry permit		acf.product_faq_groups[0].product_faq_group_items[8].product_faq_item_bullets[2].product_faq_item_bullet_text
s143	h4	"Visa Bulletin ""Current"" nghĩa là gì?"	"What does ""current"" mean in the Visa Bulletin?"	"100%: What does ""current"" mean in the Visa Bulletin?"		acf.product_faq_groups[0].product_faq_group_items[9].product_faq_item_question
s144	li	"Ký hiệu ""C"" (Current) nghĩa là visa đang có sẵn cho nhóm hồ sơ đủ điều kiện tại thời điểm công bố"	"A ""C"" (""current"") means visas are available for eligible applicants in that category as of the bulletin's publication"	"100%: A ""C"" (""current"") means visas are available for eligible applicants in that category as of the bulletin's publication"		acf.product_faq_groups[0].product_faq_group_items[9].product_faq_item_bullets[0].product_faq_item_bullet_text
s145	li	Điều này KHÔNG có nghĩa hồ sơ chắc chắn được duyệt hoặc cấp visa ngay	It does not mean your petition is certain to be approved or that a visa will be issued immediately	100%: It does not mean your petition is certain to be approved or that a visa will be issued immediately		acf.product_faq_groups[0].product_faq_group_items[9].product_faq_item_bullets[1].product_faq_item_bullet_text
s146	li	Nhà đầu tư vẫn phải được USCIS chấp thuận hồ sơ và hoàn tất quy trình NVC/phỏng vấn hoặc điều chỉnh tình trạng nếu đủ điều kiện	Your petition must still be approved by USCIS, and you must complete National Visa Center (NVC) processing and your interview, or adjustment of status if eligible	100%: Your petition must still be approved by USCIS, and you must complete National Visa Center (NVC) processing and your interview, or adjustment of status if eligible		acf.product_faq_groups[0].product_faq_group_items[9].product_faq_item_bullets[2].product_faq_item_bullet_text
s147	h4	Nhà đầu tư Việt Nam hiện có bị tồn đọng EB-5 không?	Is there an EB-5 visa backlog?	100%: Is there an EB-5 visa backlog?		acf.product_faq_groups[0].product_faq_group_items[10].product_faq_item_question
s148	li	Theo Bản tin Visa tháng 6/2026, các diện EB-5 thuộc nhóm ưu tiên (khu vực nông thôn, khu vực có tỷ lệ thất nghiệp cao và dự án hạ tầng) hiện không bị tồn đọng hồ sơ, áp dụng cho tất cả các quốc gia.	According to the June 2026 Visa Bulletin, the reserved EB-5 categories (rural, high-unemployment, and infrastructure projects) were current for applicants from all countries, with no backlog	100%: According to the June 2026 Visa Bulletin, the reserved EB-5 categories (rural, high-unemployment, and infrastructure projects) were current for applicants from all countries, with no backlog.		acf.product_faq_groups[0].product_faq_group_items[10].product_faq_item_bullets[0].product_faq_item_bullet_text
s149	li	Diện EB-5 không thuộc nhóm ưu tiên (Unreserved) cũng không bị tồn đọng visa đối với Việt Nam tại thời điểm này.	Availability in the unreserved EB-5 category varies by country of birth; check the latest Visa Bulletin for your country	100%: Availability in the unreserved EB-5 category varies by country of birth; check the latest Visa Bulletin for your country.		acf.product_faq_groups[0].product_faq_group_items[10].product_faq_item_bullets[1].product_faq_item_bullet_text
s150	li	Visa Bulletin thay đổi hằng tháng, nên thông tin cần được cập nhật định kỳ	The Visa Bulletin changes monthly, so this information should be reviewed regularly	100%: The Visa Bulletin changes monthly, so this information should be reviewed regularly		acf.product_faq_groups[0].product_faq_group_items[10].product_faq_item_bullets[2].product_faq_item_bullet_text
s151	p	Cập nhật: 06/2026.	Updated: June 2026.	100%: Updated: June 2026.		acf.product_faq_groups[0].product_faq_group_items[10].product_faq_item_note
s152	h4	EB-5 có yêu cầu tiếng Anh, học vấn hoặc kinh nghiệm kinh doanh không?	Does EB-5 require English proficiency, a formal education, or business experience?	100%: Does EB-5 require English proficiency, a formal education, or business experience?		acf.product_faq_groups[0].product_faq_group_items[11].product_faq_item_question
s153	li	EB-5 không yêu cầu nhà đầu tư phải có bằng cấp cụ thể, tiếng Anh, kinh nghiệm kinh doanh tại Mỹ hoặc công ty bảo lãnh	EB-5 does not require investors to hold a specific degree, speak English, have U.S. business experience, or have an employer sponsor	100%: EB-5 does not require investors to hold a specific degree, speak English, have U.S. business experience, or have an employer sponsor		acf.product_faq_groups[0].product_faq_group_items[11].product_faq_item_bullets[0].product_faq_item_bullet_text
s154	li	Trọng tâm hồ sơ là: khoản đầu tư đủ điều kiện, nguồn tiền hợp pháp, dự án tạo đủ việc làm và đáp ứng yêu cầu di trú liên quan	The petition focuses on a qualifying investment, a lawful source of funds, a project that creates enough jobs, and compliance with the relevant immigration requirements	100%: The petition focuses on a qualifying investment, a lawful source of funds, a project that creates enough jobs, and compliance with the relevant immigration requirements		acf.product_faq_groups[0].product_faq_group_items[11].product_faq_item_bullets[1].product_faq_item_bullet_text
s155	h4	Có cần tự mở hoặc điều hành doanh nghiệp tại Mỹ không?	Do I need to start or run a business in the U.S. myself?	100%: Do I need to start or run a business in the U.S. myself?		acf.product_faq_groups[0].product_faq_group_items[12].product_faq_item_question
s156	li	Nếu đầu tư EB-5 qua Trung tâm vùng (Regional Center), nhà đầu tư thường không cần trực tiếp điều hành doanh nghiệp	If you invest through an EB-5 regional center, you generally do not need to manage the business directly	100%: If you invest through an EB-5 regional center, you generally do not need to manage the business directly		acf.product_faq_groups[0].product_faq_group_items[12].product_faq_item_bullets[0].product_faq_item_bullet_text
s157	li	Vai trò vận hành thuộc về dự án/chủ đầu tư và đơn vị quản lý liên quan	Day-to-day operations are the responsibility of the project developer and the relevant management entity	100%: Day-to-day operations are the responsibility of the project developer and the relevant management entity		acf.product_faq_groups[0].product_faq_group_items[12].product_faq_item_bullets[1].product_faq_item_bullet_text
s158	li	Nhà đầu tư vẫn cần hiểu rõ cấu trúc dự án, quyền lợi, nghĩa vụ, rủi ro và lộ trình hoàn vốn theo hồ sơ chào bán	You still need to understand the project's structure, your rights and obligations, the risks, and the expected timeline for return of capital as set out in the offering documents	100%: You still need to understand the project's structure, your rights and obligations, the risks, and the expected timeline for return of capital as set out in the offering documents		acf.product_faq_groups[0].product_faq_group_items[12].product_faq_item_bullets[2].product_faq_item_bullet_text
s159	h3	NGUỒN TIỀN	Source of funds	100%: Source of funds		acf.product_faq_groups[1].product_faq_group_label
s160	h4	Nguồn tiền hợp pháp trong EB-5 là gì?	What counts as a lawful source of funds for EB-5?	100%: What counts as a lawful source of funds for EB-5?		acf.product_faq_groups[1].product_faq_group_items[0].product_faq_item_question
s161	li	Là khoản tiền đầu tư có thể chứng minh được hình thành từ các nguồn hợp pháp: thu nhập, lợi nhuận kinh doanh, bán tài sản, cổ tức, thừa kế, cho tặng hoặc khoản vay đủ điều kiện	It is investment capital that can be shown to come from lawful sources: income, business profits, the sale of assets, dividends, inheritance, gifts, or a qualifying loan	100%: It is investment capital that can be shown to come from lawful sources: income, business profits, the sale of assets, dividends, inheritance, gifts, or a qualifying loan		acf.product_faq_groups[1].product_faq_group_items[0].product_faq_item_bullets[0].product_faq_item_bullet_text
s162	li	USCIS không chỉ xem tiền đến từ đâu, mà còn xem toàn bộ hồ sơ chứng minh có nhất quán, hợp lý và đầy đủ chứng từ hay không	USCIS looks not only at where the money came from, but also at whether the entire evidentiary record is consistent, credible, and fully documented	100%: USCIS looks not only at where the money came from, but also at whether the entire evidentiary record is consistent, credible, and fully documented		acf.product_faq_groups[1].product_faq_group_items[0].product_faq_item_bullets[1].product_faq_item_bullet_text
s163	h4	Đường tiền (path of funds) là gì?	What is the path of funds?	100%: What is the path of funds?		acf.product_faq_groups[1].product_faq_group_items[1].product_faq_item_question
s164	li	Là quá trình chứng minh dòng tiền từ nguồn gốc ban đầu đến tài khoản đầu tư EB-5	It is the process of documenting how the money moved from its original source to the EB-5 investment account	100%: It is the process of documenting how the money moved from its original source to the EB-5 investment account		acf.product_faq_groups[1].product_faq_group_items[1].product_faq_item_bullets[0].product_faq_item_bullet_text
s165	li	Ví dụ: tiền bán bất động sản cần có hồ sơ sở hữu, hợp đồng mua bán, chứng từ thanh toán, kê khai thuế (nếu có), sao kê ngân hàng và chứng từ chuyển tiền	For example, proceeds from a real estate sale require proof of ownership, the purchase and sale agreement, payment records, tax filings (if applicable), bank statements, and wire transfer records	100%: For example, proceeds from a real estate sale require proof of ownership, the purchase and sale agreement, payment records, tax filings (if applicable), bank statements, and wire transfer records		acf.product_faq_groups[1].product_faq_group_items[1].product_faq_item_bullets[1].product_faq_item_bullet_text
s166	li	Đường tiền càng rõ, hồ sơ càng giảm rủi ro bị yêu cầu bổ sung (RFE)	The clearer the path of funds, the lower the risk of receiving a Request for Evidence (RFE)	100%: The clearer the path of funds, the lower the risk of receiving a Request for Evidence (RFE)		acf.product_faq_groups[1].product_faq_group_items[1].product_faq_item_bullets[2].product_faq_item_bullet_text
s167	h4	Có thể dùng tiền cho tặng, thừa kế, bán bất động sản hoặc khoản vay không?	Can I use gifted funds, an inheritance, real estate sale proceeds, or a loan?	100%: Can I use gifted funds, an inheritance, real estate sale proceeds, or a loan?		acf.product_faq_groups[1].product_faq_group_items[2].product_faq_item_question
s168	li	Có thể, nếu nguồn tiền và đường tiền được chứng minh đầy đủ	Yes, provided both the source of funds and the path of funds are fully documented	100%: Yes, provided both the source of funds and the path of funds are fully documented		acf.product_faq_groups[1].product_faq_group_items[2].product_faq_item_bullets[0].product_faq_item_bullet_text
s169	li	Tiền cho tặng/thừa kế: cần chứng minh nguồn tiền của người cho/tài sản thừa kế	Gifted or inherited funds: you need to document the donor's source of funds or the origin of the inherited assets	100%: Gifted or inherited funds: you need to document the donor's source of funds or the origin of the inherited assets		acf.product_faq_groups[1].product_faq_group_items[2].product_faq_item_bullets[1].product_faq_item_bullet_text
s170	li	Tiền vay: cần kiểm tra tài sản bảo đảm, điều kiện khoản vay và quy định USCIS tại thời điểm nộp	Loan proceeds: the collateral, the loan terms, and the USCIS requirements in effect at the time of filing all need to be reviewed	100%: Loan proceeds: the collateral, the loan terms, and the USCIS requirements in effect at the time of filing all need to be reviewed		acf.product_faq_groups[1].product_faq_group_items[2].product_faq_item_bullets[2].product_faq_item_bullet_text
s171	li	Gia đình nên đánh giá nguồn tiền trước khi chuyển vốn	Families should have their source of funds assessed before transferring any capital	100%: Families should have their source of funds assessed before transferring any capital		acf.product_faq_groups[1].product_faq_group_items[2].product_faq_item_bullets[3].product_faq_item_bullet_text
s172	h3	DỰ ÁN & QUY TRÌNH USCIS	Projects and the USCIS process	100%: Projects and the USCIS process		acf.product_faq_groups[2].product_faq_group_label
s173	h4	Đầu tư EB-5 qua Trung tâm vùng khác đầu tư trực tiếp EB-5 như thế nào?	How does an EB-5 regional center investment differ from a direct EB-5 investment?	100%: How does an EB-5 regional center investment differ from a direct EB-5 investment?		acf.product_faq_groups[2].product_faq_group_items[0].product_faq_item_question
s174	li	Đầu tư trực tiếp: nhà đầu tư tự tạo và chứng minh việc làm trực tiếp trong doanh nghiệp của mình	Direct EB-5 investment: the investor creates and documents direct jobs within their own business	100%: Direct EB-5 investment: the investor creates and documents direct jobs within their own business		acf.product_faq_groups[2].product_faq_group_items[0].product_faq_item_bullets[0].product_faq_item_bullet_text
s175	li	Đầu tư qua Trung tâm vùng: nhà đầu tư góp vốn (800.000 USD) vào dự án do trung tâm vùng quản lý và huy động vốn, tạo ra 10 việc làm cho người dân Mỹ	Regional center investment: the investor contributes capital (US$800,000 for a TEA project) to a project that a regional center sponsors and raises capital for, creating 10 jobs for U.S. workers	100%: Regional center investment: the investor contributes capital (US$800,000 for a TEA project) to a project that a regional center sponsors and raises capital for, creating 10 jobs for U.S. workers		acf.product_faq_groups[2].product_faq_group_items[0].product_faq_item_bullets[1].product_faq_item_bullet_text
s176	li	Phù hợp hơn với gia đình muốn định cư nhưng không muốn tự vận hành doanh nghiệp tại Mỹ	Better suited to families who want to immigrate but do not want to run a business in the United States themselves	100%: Better suited to families who want to immigrate but do not want to run a business in the United States themselves		acf.product_faq_groups[2].product_faq_group_items[0].product_faq_item_bullets[2].product_faq_item_bullet_text
s177	h4	I-956F là gì?	What is Form I-956F?	100%: What is Form I-956F?		acf.product_faq_groups[2].product_faq_group_items[1].product_faq_item_question
s178	li	I-956F là hồ sơ để Trung tâm vùng xin USCIS phê duyệt dự án đầu tư EB-5	Form I-956F (Application for Approval of an Investment in a Commercial Enterprise) is the application a regional center files to obtain USCIS approval of an EB-5 investment project	100%: Form I-956F (Application for Approval of an Investment in a Commercial Enterprise) is the application a regional center files to obtain USCIS approval of an EB-5 investment project		acf.product_faq_groups[2].product_faq_group_items[1].product_faq_item_bullets[0].product_faq_item_bullet_text
s179	li	Dự án có hồ sơ I-956F rõ ràng/đã được chấp thuận giúp nhà đầu tư đánh giá tính tuân thủ tốt hơn	A project with a well-documented or approved Form I-956F makes it easier for investors to assess its compliance	100%: A project with a well-documented or approved Form I-956F makes it easier for investors to assess its compliance		acf.product_faq_groups[2].product_faq_group_items[1].product_faq_item_bullets[1].product_faq_item_bullet_text
s180	li	I-956F không thay thế việc thẩm định rủi ro tài chính, rủi ro tạo việc làm và năng lực hoàn vốn	Form I-956F does not replace due diligence on financial risk, job-creation risk, and the project's ability to provide a return of capital	100%: Form I-956F does not replace due diligence on financial risk, job-creation risk, and the project's ability to provide a return of capital		acf.product_faq_groups[2].product_faq_group_items[1].product_faq_item_bullets[2].product_faq_item_bullet_text
s181	h4	I-526E là gì?	What is Form I-526E?	100%: What is Form I-526E?		acf.product_faq_groups[2].product_faq_group_items[2].product_faq_item_question
s182	li	I-526E là đơn xin định cư của nhà đầu tư EB-5 tham gia dự án qua Trung tâm vùng	Form I-526E (Immigrant Petition by Regional Center Investor) is the petition an EB-5 investor files when investing through a regional center project	100%: Form I-526E (Immigrant Petition by Regional Center Investor) is the petition an EB-5 investor files when investing through a regional center project		acf.product_faq_groups[2].product_faq_group_items[2].product_faq_item_bullets[0].product_faq_item_bullet_text
s183	li	Hồ sơ thường bao gồm: thông tin nhà đầu tư, nguồn tiền, đường tiền, khoản đầu tư và dự án EB-5	The petition typically covers the investor's background, source of funds, path of funds, the investment, and the EB-5 project	100%: The petition typically covers the investor's background, source of funds, path of funds, the investment, and the EB-5 project		acf.product_faq_groups[2].product_faq_group_items[2].product_faq_item_bullets[1].product_faq_item_bullet_text
s184	li	Sau khi I-526E được chấp thuận, gia đình tiếp tục quy trình xin visa định cư tại NVC/Lãnh sự quán, hoặc thủ tục phù hợp nếu đang ở Mỹ và đủ điều kiện	Once Form I-526E is approved, the family proceeds with immigrant visa processing through the National Visa Center (NVC) and a U.S. consulate, or with the appropriate procedure if they are in the United States and eligible	100%: Once Form I-526E is approved, the family proceeds with immigrant visa processing through the National Visa Center (NVC) and a U.S. consulate, or with the appropriate procedure if they are in the United States and eligible		acf.product_faq_groups[2].product_faq_group_items[2].product_faq_item_bullets[2].product_faq_item_bullet_text
s185	h4	I-829 là gì và nộp khi nào?	What is Form I-829, and when is it filed?	100%: What is Form I-829, and when is it filed?		acf.product_faq_groups[2].product_faq_group_items[3].product_faq_item_question
s186	li	I-829 là hồ sơ xóa điều kiện thẻ xanh EB-5	Form I-829 is the petition to remove conditions on an EB-5 green card	100%: Form I-829 is the petition to remove conditions on an EB-5 green card		acf.product_faq_groups[2].product_faq_group_items[3].product_faq_item_bullets[0].product_faq_item_bullet_text
s187	li	Nhà đầu tư cần nộp I-829 trong giai đoạn 90 ngày trước khi thẻ xanh có điều kiện 2 năm hết hạn	The investor must file Form I-829 during the 90-day period before the 2-year conditional green card expires	100%: The investor must file Form I-829 during the 90-day period before the 2-year conditional green card expires		acf.product_faq_groups[2].product_faq_group_items[3].product_faq_item_bullets[1].product_faq_item_bullet_text
s188	li	USCIS xem xét: khoản đầu tư đã được duy trì theo yêu cầu và dự án đã tạo đủ việc làm đủ điều kiện hay chưa	USCIS reviews whether the investment has been sustained as required and whether the project has created enough qualifying jobs	100%: USCIS reviews whether the investment has been sustained as required and whether the project has created enough qualifying jobs		acf.product_faq_groups[2].product_faq_group_items[3].product_faq_item_bullets[2].product_faq_item_bullet_text
s189	h4	Dự án EB-5 cần tạo bao nhiêu việc làm?	How many jobs must an EB-5 project create?	100%: How many jobs must an EB-5 project create?		acf.product_faq_groups[2].product_faq_group_items[4].product_faq_item_question
s190	li	Mỗi hồ sơ EB-5 cần gắn với ít nhất 10 việc làm toàn thời gian đủ điều kiện cho người lao động Mỹ theo quy định EB-5	Each EB-5 investor must be credited with at least 10 qualifying full-time jobs for U.S. workers under EB-5 rules	100%: Each EB-5 investor must be linked to at least 10 qualifying full-time jobs for U.S. workers under EB-5 rules		acf.product_faq_groups[2].product_faq_group_items[4].product_faq_item_bullets[0].product_faq_item_bullet_text
s191	li	Với dự án đầu tư qua Trung tâm vùng, việc làm có thể được tính theo mô hình kinh tế: trực tiếp, gián tiếp và phát sinh, nếu đáp ứng yêu cầu	For regional center investments, jobs may be counted using reasonable economic methodologies — direct, indirect, and induced jobs — provided the requirements are met	100%: For regional center investments, jobs may be counted using an economic model — direct, indirect, and induced jobs — provided the requirements are met		acf.product_faq_groups[2].product_faq_group_items[4].product_faq_item_bullets[1].product_faq_item_bullet_text
s192	h4	Việc làm dự phòng (job cushion) là gì?	What is a job cushion?	100%: What is a job cushion?		acf.product_faq_groups[2].product_faq_group_items[5].product_faq_item_question
s193	li	Job cushion là phần việc làm dự kiến tạo ra vượt trên số việc làm tối thiểu cần thiết cho toàn bộ nhà đầu tư EB-5 trong dự án	A job cushion is the number of projected jobs above the minimum required for all EB-5 investors in the project	100%: A job cushion is the number of projected jobs above the minimum required for all EB-5 investors in the project		acf.product_faq_groups[2].product_faq_group_items[5].product_faq_item_bullets[0].product_faq_item_bullet_text
s194	li	Job cushion càng lớn, dự án càng có biên độ an toàn cao hơn về mục tiêu tạo việc làm	The larger the job cushion, the greater the project's margin for meeting its job-creation target	100%: The larger the job cushion, the greater the project's margin for meeting its job-creation target		acf.product_faq_groups[2].product_faq_group_items[5].product_faq_item_bullets[1].product_faq_item_bullet_text
s195	li	Đây là tiêu chí quan trọng khi thẩm định dự án, nhưng không phải bảo đảm tuyệt đối cho kết quả I-829	It is an important criterion in project due diligence, but it does not ensure Form I-829 approval	100%: It is an important criterion in project due diligence, but it does not ensure I-829 approval		acf.product_faq_groups[2].product_faq_group_items[5].product_faq_item_bullets[2].product_faq_item_bullet_text
s196	h4	Làm sao chọn dự án EB-5 phù hợp?	How do I choose the right EB-5 project?	100%: How do I choose the right EB-5 project?		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_question
s197	p	Nhà đầu tư nên đánh giá đồng thời 5 nhóm tiêu chí:	Investors should weigh 5 sets of criteria together:	100%: Investors should weigh 5 sets of criteria together:		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_heading
s198	li	Khả năng tạo việc làm và job cushion	Job-creation capacity and job cushion	100%: Job-creation capacity and job cushion		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_bullets[0].product_faq_item_bullet_text
s199	li	Khu vực việc làm mục tiêu/vùng nông thôn/Khu vực thất nghiệp cao	Targeted Employment Area (TEA) status — rural area or high-unemployment area	100%: Targeted Employment Area (TEA) status — rural area or high-unemployment area		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_bullets[1].product_faq_item_bullet_text
s200	li	Lịch sử Trung tâm vùng và chủ đầu tư	Track record of the regional center and the developer	100%: Track record of the regional center and the developer		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_bullets[2].product_faq_item_bullet_text
s201	li	Cấu trúc vốn — tài sản bảo đảm — lộ trình thoái vốn	Capital structure, collateral, and exit strategy	100%: Capital structure, collateral, and exit strategy		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_bullets[3].product_faq_item_bullet_text
s202	li	Mức độ minh bạch của hồ sơ pháp lý	Transparency of the legal documentation	100%: Transparency of the legal documentation		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_bullets[4].product_faq_item_bullet_text
s203	p	Dự án phù hợp phải phục vụ đồng thời mục tiêu visa và quản trị rủi ro vốn.	The right project should support both your immigration goals and your approach to managing capital risk.	100%: The right project should support both your immigration goals and your approach to managing capital risk.		acf.product_faq_groups[2].product_faq_group_items[6].product_faq_item_note
s204	h3	GIA ĐÌNH & CƯ TRÚ	Family and residence	100%: Family and residence		acf.product_faq_groups[3].product_faq_group_label
s205	h4	Ai được đi cùng hồ sơ EB-5?	Who can be included in an EB-5 petition?	100%: Who can be included in an EB-5 petition?		acf.product_faq_groups[3].product_faq_group_items[0].product_faq_item_question
s206	li	Gồm: vợ/chồng hợp pháp và con chưa kết hôn dưới 21 tuổi của nhà đầu tư chính	The principal applicant's lawful spouse and unmarried children under 21	100%: The principal applicant's lawful spouse and unmarried children under 21		acf.product_faq_groups[3].product_faq_group_items[0].product_faq_item_bullets[0].product_faq_item_bullet_text
s207	li	Nếu con gần 21 tuổi, gia đình cần kiểm tra tuổi theo Đạo luật bảo vệ tuổi trẻ em (CSPA) và tình trạng visa availability càng sớm càng tốt để giảm rủi ro con bị quá tuổi trong quá trình chờ xét	If a child is close to 21, the family should review the child's age under the Child Status Protection Act (CSPA) and current visa availability as early as possible to reduce the risk of the child aging out while the case is pending	100%: If a child is close to 21, the family should review the child's age under the Child Status Protection Act (CSPA) and current visa availability as early as possible to reduce the risk of the child aging out while the case is pending		acf.product_faq_groups[3].product_faq_group_items[0].product_faq_item_bullets[1].product_faq_item_bullet_text
s208	h4	Con gần 21 tuổi có nên nộp EB-5 không?	Should we file for EB-5 if our child is nearly 21?	100%: Should we file for EB-5 if our child is nearly 21?		acf.product_faq_groups[3].product_faq_group_items[1].product_faq_item_question
s209	li	Gia đình có con từ 18 đến gần 21 tuổi nên đánh giá EB-5 càng sớm càng tốt	Families with children aged 18 to nearly 21 should assess EB-5 as early as possible	100%: Families with children aged 18 to nearly 21 should assess EB-5 as early as possible		acf.product_faq_groups[3].product_faq_group_items[1].product_faq_item_bullets[0].product_faq_item_bullet_text
s210	li	Tuổi con trong hồ sơ di trú không chỉ phụ thuộc ngày sinh mà còn phụ thuộc: thời điểm nộp I-526E, thời gian hồ sơ chờ xét, Visa Bulletin tại thời điểm visa sẵn có và phải chủ động hoàn tất bước xin visa trong vòng 1 năm khi visa sẵn có	A child's age for immigration purposes depends not only on their date of birth but also on when Form I-526E is filed, how long the petition is pending, the Visa Bulletin when a visa becomes available, and whether the family seeks to acquire the visa within 1 year of it becoming available	100%: A child's age for immigration purposes depends not only on their date of birth but also on when Form I-526E is filed, how long the petition is pending, the Visa Bulletin when a visa becomes available, and whether the family seeks to acquire the visa within 1 year of it becoming available		acf.product_faq_groups[3].product_faq_group_items[1].product_faq_item_bullets[1].product_faq_item_bullet_text
s211	li	Đây là nhóm hồ sơ nên được luật sư di trú kiểm tra riêng	These cases should be reviewed individually by an immigration attorney	100%: These cases should be reviewed individually by an immigration attorney		acf.product_faq_groups[3].product_faq_group_items[1].product_faq_item_bullets[2].product_faq_item_bullet_text
s212	h4	Sau khi I-526E được duyệt thì gia đình làm gì?	What happens after Form I-526E is approved?	100%: What happens after Form I-526E is approved?		acf.product_faq_groups[3].product_faq_group_items[2].product_faq_item_question
s213	li	Khi I-526E được USCIS chấp thuận và visa sẵn có, gia đình thường tiếp tục quy trình tại Trung tâm Thị thực Quốc gia (NVC): nộp DS-260, chuẩn bị giấy tờ dân sự, khám sức khỏe và phỏng vấn tại Lãnh sự quán	Once USCIS approves Form I-526E and a visa is available, the family typically proceeds through the National Visa Center (NVC): filing Form DS-260, preparing civil documents, completing the medical exam, and attending the interview at a U.S. consulate	100%: Once USCIS approves Form I-526E and a visa is available, the family typically proceeds through the National Visa Center (NVC): filing Form DS-260, preparing civil documents, completing the medical exam, and attending the interview at a U.S. consulate		acf.product_faq_groups[3].product_faq_group_items[2].product_faq_item_bullets[0].product_faq_item_bullet_text
s214	li	Trường hợp đang ở Mỹ cần được luật sư kiểm tra điều kiện điều chỉnh tình trạng theo chính sách hiện hành	Applicants already in the United States should have an attorney review their eligibility for adjustment of status under current policy	100%: Applicants already in the United States should have an attorney review their eligibility for adjustment of status under current policy		acf.product_faq_groups[3].product_faq_group_items[2].product_faq_item_bullets[1].product_faq_item_bullet_text
s215	h4	Nếu đang ở Mỹ, có thể xin thẻ xanh tại Mỹ không?	If I am already in the United States, can I apply for a green card there?	100%: If I am already in the United States, can I apply for a green card there?		acf.product_faq_groups[3].product_faq_group_items[3].product_faq_item_question
s216	li	Tùy tình trạng lưu trú, thời điểm nộp và chính sách USCIS tại thời điểm xử lý	It depends on your current immigration status, when you file, and USCIS policy at the time your case is processed	100%: It depends on your current immigration status, when you file, and USCIS policy at the time your case is processed		acf.product_faq_groups[3].product_faq_group_items[3].product_faq_item_bullets[0].product_faq_item_bullet_text
s217	li	Cập nhật 22/05/2026 của USCIS cho thấy thủ tục Điều chỉnh Tình trạng Cư trú (AOS) sẽ được xem là biện pháp chỉ áp dụng trong hoàn cảnh đặc biệt	A May 22, 2026 USCIS update indicates that adjustment of status (AOS) will be granted only in extraordinary circumstances	100%: A May 22, 2026 USCIS update indicates that adjustment of status (AOS) will be granted only in extraordinary circumstances		acf.product_faq_groups[3].product_faq_group_items[3].product_faq_item_bullets[1].product_faq_item_bullet_text
s218	li	Không nên khẳng định chung rằng nhà đầu tư đang ở Mỹ luôn có thể nộp hồ sơ đồng thời (concurrent filing) — cần luật sư di trú đánh giá từng hồ sơ	It should not be assumed that investors in the United States can always use concurrent filing — each case needs to be assessed by an immigration attorney	100%: It should not be assumed that investors in the United States can always use concurrent filing — each case needs to be assessed by an immigration attorney		acf.product_faq_groups[3].product_faq_group_items[3].product_faq_item_bullets[2].product_faq_item_bullet_text
s219	h4	Nhận visa EB-5 rồi có phải nhập cảnh cả gia đình cùng lúc không?	Once we receive EB-5 visas, does the whole family have to enter the United States together?	100%: Once we receive EB-5 visas, does the whole family have to enter the United States together?		acf.product_faq_groups[3].product_faq_group_items[4].product_faq_item_question
s220	li	Đương đơn chính PHẢI nhập cảnh Mỹ trước hoặc cùng lúc với các thành viên phụ thuộc — các thành viên phụ thuộc không nên nhập cảnh trước	The principal applicant must enter the United States before or together with the derivative family members — derivative family members should not enter first	100%: The principal applicant must enter the United States before or together with the derivative family members — derivative family members should not enter first		acf.product_faq_groups[3].product_faq_group_items[4].product_faq_item_bullets[0].product_faq_item_bullet_text
